0.01	1	-0.01
0.02	0.9999	-0.02
0.03	0.9997	-0.029999
0.04	0.9994	-0.039996
0.05	0.999	-0.04999
0.06	0.9985	-0.05998
0.07	0.9979	-0.069965
0.08	0.997201	-0.079944
0.09	0.996401	-0.089916
0.1	0.995502	-0.09988
0.11	0.994503	-0.109835
0.12	0.993405	-0.11978
0.13	0.992207	-0.129714
0.14	0.99091	-0.139636
0.15	0.989514	-0.149545
0.16	0.988018	-0.15944
0.17	0.986424	-0.169321
0.18	0.984731	-0.179185
0.19	0.982939	-0.189032
0.2	0.981048	-0.198862
0.21	0.97906	-0.208672
0.22	0.976973	-0.218463
0.23	0.974788	-0.228232
0.24	0.972506	-0.23798
0.25	0.970126	-0.247705
0.26	0.967649	-0.257407
0.27	0.965075	-0.267083
0.28	0.962404	-0.276734
0.29	0.959637	-0.286358
0.3	0.956773	-0.295954
0.31	0.953814	-0.305522
0.32	0.950759	-0.31506
0.33	0.947608	-0.324568
0.34	0.944362	-0.334044
0.35	0.941022	-0.343487
0.36	0.937587	-0.352898
0.37	0.934058	-0.362273
0.38	0.930435	-0.371614
0.39	0.926719	-0.380918
0.4	0.92291	-0.390186
0.41	0.919008	-0.399415
0.42	0.915014	-0.408605
0.43	0.910928	-0.417755
0.44	0.90675	-0.426864
0.45	0.902482	-0.435932
0.46	0.898123	-0.444957
0.47	0.893673	-0.453938
0.48	0.889134	-0.462874
0.49	0.884505	-0.471766
0.5	0.879787	-0.480611
0.51	0.874981	-0.489409
0.52	0.870087	-0.498159
0.53	0.865105	-0.506859
0.54	0.860037	-0.51551
0.55	0.854882	-0.524111
0.56	0.849641	-0.53266
0.57	0.844314	-0.541156
0.58	0.838902	-0.549599
0.59	0.833406	-0.557988
0.6	0.827827	-0.566322
0.61	0.822163	-0.574601
0.62	0.816417	-0.582822
0.63	0.810589	-0.590986
0.64	0.804679	-0.599092
0.65	0.798688	-0.607139
0.66	0.792617	-0.615126
0.67	0.786466	-0.623052
0.68	0.780235	-0.630917
0.69	0.773926	-0.638719
0.7	0.767539	-0.646458
0.71	0.761074	-0.654134
0.72	0.754533	-0.661745
0.73	0.747915	-0.66929
0.74	0.741223	-0.676769
0.75	0.734455	-0.684181
0.76	0.727613	-0.691526
0.77	0.720698	-0.698802
0.78	0.71371	-0.706009
0.79	0.70665	-0.713146
0.8	0.699518	-0.720212
0.81	0.692316	-0.727208
0.82	0.685044	-0.734131
0.83	0.677703	-0.740981
0.84	0.670293	-0.747758
